id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURVbHVMLW9BRRABGhY0Q3hmZFduOFgtSHh3WHJoWjhlQ0tB,,il y a 3 semaines,2019-09-16 11:31:02.934139,5 étoiles,Virginie Ja,0,0,https://www.google.com/maps/contrib/107012556605679280213/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVbXQ3V3lBRRABGhZ2enV2WEN3UWlSNk9lNWRZWU9ISm1B,Rapidité prise en charge Compétence Amabilité  Tout bon en ce qui me concerne,il y a 3 semaines,2019-09-16 11:31:02.949739,4 étoiles,jean-michel Cathelotte,0,0,https://www.google.com/maps/contrib/105885673548110074807/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVbXJMc0N3EAEaFnlJZ3VTcEtDcjRqTzY0TVFoUWg2bGc,(Traduit par Google) Service excellent. Dedans et dehors!  (Original) Excellent service.  In and out!,il y a 3 semaines,2019-09-16 11:31:02.949739,5 étoiles,Jim Woolwine,0,0,https://www.google.com/maps/contrib/105559572281925733341/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVcXV1MmJnEAEaFldKdzNUOTRPc0tNYzFUY0FJNV85dXc,Service atelier impeccable,il y a 3 semaines,2019-09-16 11:31:02.949739,5 étoiles,Mireille Picardgicquel,0,0,https://www.google.com/maps/contrib/104992404241021668037/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVaXVXVThRRRABGhY3NWU3LW45aVNCSUQ3cGhOUmFrMEdn,Assez rapide et très efficace,il y a 3 semaines,2019-09-16 11:31:02.949739,4 étoiles,Isabelle Coudanne,0,0,https://www.google.com/maps/contrib/117045977855917663920/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVNHVuM2pRRRABGhZfS0tIOWItN1htcVowQXc3bE5XbkRB,"(Traduit par Google) J'attendais de suite une personne qui achète une carte SIM, alors après 20 minutes, j'ai entendu dire qu'il n'y avait que 40 euros et pas 20 euros de service très médiocre  (Original) 심카드 살 사람 한줄로 대기하래서 20분 대기 후에 40유로 짜리밖에 없고 20유로는 없다고 들었네요 very poor service",il y a 4 semaines,2019-09-16 11:31:02.949739,1 étoile,Hyuncheol Shin,0,0,https://www.google.com/maps/contrib/107729687710815559976/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVNHByM2ZREAEaFlE3UmF5OXFFSVNTeWxLSWJUR3I4bnc,Parfois on est mal accueilli ! Mais bon je peux comprendre vu le monde,il y a 4 semaines,2019-09-16 11:31:02.949739,3 étoiles,Houria Baladi patchette,0,0,https://www.google.com/maps/contrib/112742989238608127243/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVd3Bmd3dRRRABGhZFbWNsb3h0RC1YaUlENzNDcEVCYXJn,,il y a 4 semaines,2019-09-16 11:31:02.949739,4 étoiles,eric pouillart,0,0,https://www.google.com/maps/contrib/105859946335342306908/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVZ3BQLWVREAEaFnBkcXhYSHcxUE5zU1A4LW9aOFotV1E,Tout est cher,il y a 4 semaines,2019-09-16 11:31:02.949739,1 étoile,Villa Medicis,0,0,https://www.google.com/maps/contrib/109425578459726321174/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVZ3FqbGRREAEaFkF6d2Eta19fTEY0eDlIZUl3TFdTZEE,(Traduit par Google) Endroit incroyable et très bien situé  (Original) Lugar incrível e muito bem situado,il y a 4 semaines,2019-09-16 11:31:02.949739,5 étoiles,Ademar Moura dos Santos,0,0,https://www.google.com/maps/contrib/101881212657829395740/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVM0xlOVV3EAEaFlV3N2VpMERIaDBSVFlvdEVTUmJRZUE,,il y a 4 semaines,2019-09-16 11:31:02.949739,3 étoiles,Scott Senser,0,0,https://www.google.com/maps/contrib/108497278299547062288/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVck1teV9RRRABGhZKY1lsSVJLVzAyQTZQMmM1Tmw2MW53,,il y a 4 semaines,2019-09-16 11:31:02.949739,2 étoiles,hamad alhosani,0,0,https://www.google.com/maps/contrib/112034383561868008853/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURVaEtIOWxnRRABGhZ2Zk1yMS14QlJmcVUyVXBrX0czOVF3,,il y a un mois,2019-09-16 11:31:02.949739,3 étoiles,Hélène POUCOURINE-LAHON,0,0,https://www.google.com/maps/contrib/117546291790824835921/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVLUpuYlRREAEaFkNVcWJhNjVGR3BSdmkzOEhWWDRpb0E,,il y a un mois,2019-09-16 11:31:02.965339,2 étoiles,Marine Thomas,0,0,https://www.google.com/maps/contrib/100663351130149349771/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURVeVBMVU5REAEaFnlkU2c0dGJORHNLSEh3VUVobU1mZXc,Boutique ou se côtoient les clients du quartier et les touristes.,il y a un mois,2019-09-16 11:31:02.965339,3 étoiles,Christian Dubois,0,0,https://www.google.com/maps/contrib/103734540423209073361/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVM195clFREAEaFlBJVDQtWnVVLU43MENmcWtUZ2I1OVE,,il y a un mois,2019-09-16 11:31:02.965339,5 étoiles,Diana Ioana Pop,0,0,https://www.google.com/maps/contrib/102760299165407861642/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVN19IM0R3EAEaFnZrSVNUaUdMQTBHZHd6MjgydzdPd3c,,il y a un mois,2019-09-16 11:31:02.965339,4 étoiles,Jean Ezan,0,0,https://www.google.com/maps/contrib/103070668953126760925/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVOTV6WlZREAEaFlN2ZnBRU0lSRTV2aVlrS1JTb181T1E,Franchement  l'accueill rien a dire le service très bien,il y a un mois,2019-09-16 11:31:02.965339,5 étoiles,Lila بحر,0,0,https://www.google.com/maps/contrib/102051487451125433796/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVOTdTYmh3RRABGhZEaXF4cHdhX1V0M1BHbEpxekc1QnNB,,il y a un mois,2019-09-16 11:31:02.965339,5 étoiles,Khaled Qutob,0,0,https://www.google.com/maps/contrib/111204897424408696133/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVNTgyR25RRRABGhZLYjh5Y0xjZVFlU1FFMEdKSHdlbFJB,"Trés satisfait du service proposé et de la solution apportée. Aprés 3 mois d'échanges infructueux avec le service clientèle orange, la boutique orange opéra ; Jean-Marie aura mis 15 minutes pour cerner ma demande et y apporter une solution ! Un grand merci !",il y a un mois,2019-09-16 11:31:02.965339,5 étoiles,rodrigue sanchez,0,0,https://www.google.com/maps/contrib/104529002519805246707/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVeV9qTzBBRRABGhY4dEY1TkxLMGsxbFVSZkJjT09rRlNR,Pas aimable et on attend longtemps .,il y a un mois,2019-09-16 11:31:02.965339,3 étoiles,Valery PREMAUD,0,0,https://www.google.com/maps/contrib/107267252194793398818/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVZzZEVXJBRRABGhZHaEcxMlN4WUU0dzRya2lzQU8xcWZR,Je confirme tous les avis négatifs déjà laissés par les autres internautes. Service peu agréable et qui invente des règles douteuses (le permis de conduire non accepté comme pièce d’identité...).,il y a un mois,2019-09-16 11:31:02.965339,2 étoiles,Lucille Gélas,0,0,https://www.google.com/maps/contrib/106609561606145790901/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVeGFURU93EAEaFkw2bS16REdqVW5vT0h0aFh3S0tiQVE,,il y a un mois,2019-09-16 11:31:02.965339,5 étoiles,Ahmed Falqy,0,0,https://www.google.com/maps/contrib/107204961665163007724/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVaGJMcVlnEAEaFjZFaGFOQllkSjZ4cW9IeXMtZUhLdmc,,il y a un mois,2019-09-16 11:31:02.965339,1 étoile,Lisa Stevens,0,0,https://www.google.com/maps/contrib/118299921691276347904/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVaVpLemJBEAEaFmlFQXBjNHNCQVNRMWNPQlJoVkhxSlE,"Temps d'attente très long, accueil limite, et quand on vous oubli, on vous met en priorité mais de nouveau 30min d'attente. Au final 2h d'attente pour repartir énervé les mains vides. Si vous êtes Orange il faut allé partout sauf ici....  même une étoile c'est trop...",il y a un mois,2019-09-16 11:31:02.980939,1 étoile,sacha todorovic,0,0,https://www.google.com/maps/contrib/107427266031684846039/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVZ2ZpcVRBEAEaFlhBeThqWVcwWElubUZPc3ZoNC1ndUE,Cet espace a perdu de son intérêt. On y trouvait un service compétent et agréable maintenant il ne reste plus que le compétent.  Pour combien de temps encore ... avec les économies d'Orange ?,il y a un mois,2019-09-16 11:31:02.980939,3 étoiles,Daniel BONNARDEL,0,0,https://www.google.com/maps/contrib/108814025286163060290/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVMHJLbG5BRRABGhYwVnpBMlpVLVRzV0ZBQ3RHbGpVX2V3,Terrible experience. Aucune posture de service.  A fuir...,il y a un mois,2019-09-16 11:31:02.980939,1 étoile,You Yak,0,0,https://www.google.com/maps/contrib/102626166578247458435/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVa3VHcFpBEAEaFnBEVVZaRE1kQVBDNEdoVTRZa2s5alE,"Service honteux, boutique à fuir",il y a un mois,2019-09-16 11:31:02.980939,1 étoile,Léa Bahler,0,0,https://www.google.com/maps/contrib/110771540804594747720/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVd28yQWJREAEaFkxGLWJXdGlURXZZNFdSMXFjWmwxNWc,(Traduit par Google) Pire expérience de service à la clientèle jamais. Eu des difficultés avec deux cartes SIM de vacances achetées pour 100 USD. La dame du service était impolie et odieuse et ne pouvait se soucier de ma situation. J’ai expliqué que j’avais essayé d’utiliser le service pendant près de deux semaines sans succès et qu’elle avait essentiellement haussé les épaules et qu’elle ne pouvait pas attendre que je quitte le magasin.  (Original) Worst customer service experience ever. Had difficulties with two holiday SIM cards bought for 100 USD. The service lady was rude and obnoxious and couldn’t give a damn about my situation. I explained that I had tried to use the service for nearly two weeks without any success and she essentially just shrugged her shoulders and couldn’t wait for me to leave the store.,il y a un mois,2019-09-16 11:31:02.980939,1 étoile,Justin Coveney,0,0,https://www.google.com/maps/contrib/102121508121509736035/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVX05TOFRBEAEaFkhsNjM4SDYyTVN1M3hqdzFLNVl5YkE,(Traduit par Google) J'adore l'ambiance  (Original) I love the atmosphere,il y a un mois,2019-09-16 11:31:02.980939,4 étoiles,Mohammad Azadegan,0,0,https://www.google.com/maps/contrib/108426121084349186304/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURrbUxTS1pBEAEaFlppeEZNektRT3NRR1Rqa3NwbFB5akE,"Very rude staff, and very racist. Personnel très grossier et très raciste.",il y a un mois,2019-09-16 11:31:02.980939,1 étoile,A S,0,0,https://www.google.com/maps/contrib/109166154088726489403/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVcEpXM3l3RRABGhYwLU5tQU5aNklXM255QkRoQ3JxSm9R,pourquoi les vendeurs ne connaissent ils pas les produits qu'ils proposent ?,il y a un mois,2019-09-16 11:31:02.980939,2 étoiles,Janine Sevin,0,0,https://www.google.com/maps/contrib/110031130883445412809/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVeE5XZlFREAEaFjRLNG94bERUdjBJNnBSRUw4cGlSZnc,(Traduit par Google) Restez loin de ces garçons. Acheté 2 cartes SIM. Service pourri et mauvaise performance. Vraiment un nuage sombre pour notre voyage. Nous utilisons les données pour rechercher des choses… la pire simulation que j'ai eue en Europe. La seule chose pire que la sim était les employés .... 3 magasins et ils ont foutu nos téléphones et se sont fait arnaquer!  (Original) Stay away from these guys. Bought 2 sim cards. Rotten service and bad performance.  Really a dark cloud for our trip. We use the data to look up things....the worst sim I have had in Europe. Only thing worse than the sim was the employees.... 3 stores and they screwed our phones and got ripped off!,il y a un mois,2019-09-16 11:31:02.980939,1 étoile,Benjamin Grim,0,0,https://www.google.com/maps/contrib/109570122079165590857/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVbUwtYU5nEAEaFkMtM0F4ZWtEQnlneThfQUQ3cnFFTEE,,il y a un mois,2019-09-16 11:31:02.980939,3 étoiles,Deepak Thakur,0,0,https://www.google.com/maps/contrib/105983068993213928457/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVaVBTeTN3RRABGhZ6Z1hQY0phTHo1elhRdy1XaE5TY0p3,"""On ne peut rien faire pour vous"", c'est visiblement tout ce que ces gens savent dire.",il y a 2 mois,2019-09-16 11:31:02.980939,1 étoile,Cahour Emmanuel,0,0,https://www.google.com/maps/contrib/116132537175264716078/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVaUtEQUhBEAEaFlN6WHI3RWxfdGNHRlFOS3dQRi15VVE,(Traduit par Google) Longues files d'attente Préparez-vous à attendre au moins 2 heures  (Original) Long queues Prepare yourself for at least 2 hour waiting time,il y a 2 mois,2019-09-16 11:31:02.980939,1 étoile,Omar El-Swaify,0,0,https://www.google.com/maps/contrib/102867128515684766949/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSUNVMExIY2pBRRABGhZ2TkRnOERaQk92RDZycFBuSXBCZzhB,,il y a 2 mois,2019-09-16 11:31:02.996539,4 étoiles,Pierre LEPLATOIS,0,0,https://www.google.com/maps/contrib/100299215670010364211/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSUNVZ0xmYUxnEAEaFnNkTnBGR3pUUnNVeEpTeV9LaDhDOFE,Top du top Orange Champs Elysees! Une équipe qui nous fait vivre une expérience positivement extra 👌👌👌Bravo,il y a 2 mois,2019-09-16 11:31:02.996539,5 étoiles,Aurore Gucludal,0,0,https://www.google.com/maps/contrib/115792572998361252884/reviews?hl=fr-FR
ChZDSUhNMG9nS0VJQ0FnSURrXy1XdFlBEAEaFmx1TFZOTzNqYVhuX1RPZG45ai1tTUE,(Traduit par Google) C'est bien d'avoir un passeport pour acheter une carte.  (Original) 친절하긴 한데 유심카드 사려면 여권 원본있어야 한대서 허탕쳤네요ㅠ,il y a 2 mois,2019-09-16 11:31:02.996539,4 étoiles,한길,0,0,https://www.google.com/maps/contrib/107388809676989332987/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURrdjhPMjFnRRABGhZpN2VoejBxc3ZpRFdaVkJaSlhOQUZR,,il y a 2 mois,2019-09-16 11:31:02.996539,1 étoile,Benjamin Doubinski,0,0,https://www.google.com/maps/contrib/100158229981212107829/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURrajZPb29nRRABGhZpUTBEdDNfSlpSSmUzNGpxd3piWlJ3,,il y a 2 mois,2019-09-16 11:31:02.996539,5 étoiles,ماجد الدخيل,0,0,https://www.google.com/maps/contrib/107743356075381035362/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURraDRLbHpnRRABGhZOS1hEZHJiTVVSU2gtb2xWVnhVemtn,,il y a 2 mois,2019-09-16 11:31:02.996539,5 étoiles,Françoise Hentry,0,0,https://www.google.com/maps/contrib/115777939966046265220/reviews?hl=fr-FR
ChdDSUhNMG9nS0VJQ0FnSURrNjVuR3hRRRABGhZKVzdqb1ppN1lIV0RQRndPN0c3Z1Nn,Excellente écoute et accueil,il y a 2 mois,2019-09-16 11:31:02.996539,5 étoiles,Anna Carolau,0,0,https://www.google.com/maps/contrib/108020382565388415254/reviews?hl=fr-FR
